Drug	Size	Name	Recall	Precision
Isoniazid	r10000	SAMEA3402872	0.40804597701149425	0.9594594594594594
Isoniazid	r10000	SAMEA3402911	0.3218390804597701	0.9518413597733711
Isoniazid	r10000	SAMEA3402919	0.4118773946360153	0.9534368070953437
Isoniazid	r10000	SAMEA3402922	0.35727969348659006	0.951530612244898
Isoniazid	r10000	SAMEA3402925	0.42049808429118773	0.9564270152505446
Isoniazid	r10000	SAMEA3402930	0.39655172413793105	0.9539170506912442
Isoniazid	r10000	SAMEA3402932	0.32088122605363983	0.9517045454545454
Isoniazid	r10000	SAMEA3402933	0.3486590038314176	0.9706666666666667
Isoniazid	r10000	SAMEA3403350	0.6120689655172413	0.9537313432835821
Isoniazid	r10000	SAMEA3404191	0.32375478927203066	0.9548022598870056
Isoniazid	r10000	SAMEA3414208	0.2978927203065134	0.9569230769230769
Isoniazid	r10000	SAMEA3414209	0.2940613026819923	0.956386292834891
Isoniazid	r10000	SAMEA3414472	0.3793103448275862	0.9611650485436893
Isoniazid	r10000	SAMEA3420855	0.31226053639846746	0.9588235294117647
Isoniazid	r10000	SAMEA3420873	0.3275862068965517	0.9799426934097422
Isoniazid	r10000	SAMEA3420925	0.17911877394636017	1.0
Isoniazid	r10000	SAMEA3421005	0.6522988505747126	0.968705547652916
Isoniazid	r10000	SAMEA3421007	0.2950191570881226	0.9685534591194969
Isoniazid	r10000	SAMEA3421179	0.2777777777777778	0.9508196721311475
Isoniazid	r10000	SAMEA3430686	0.367816091954023	0.9504950495049505
Isoniazid	r10000	SAMEA3432786	0.7998084291187739	0.9940476190476191
Isoniazid	r10000	SAMEA3432797	0.34770114942528735	0.9552631578947368
Isoniazid	r10000	SAMEA3432801	0.3955938697318008	0.953810623556582
Isoniazid	r10000	SAMEA3432806	0.47988505747126436	0.9579349904397706
Isoniazid	r10000	SAMEA3432849	0.32567049808429116	0.9523809523809523
Isoniazid	r10000	SAMEA3432852	0.8189655172413793	0.9918793503480279
Isoniazid	r10000	SAMEA3432934	0.3735632183908046	0.9535452322738386
Isoniazid	r10000	SAMEA3436393	0.5708812260536399	0.9505582137161085
Isoniazid	r10000	SAMEA3436991	0.41475095785440613	0.9558498896247241
Isoniazid	r10000	SAMEA3437028	0.3045977011494253	0.9520958083832335
Isoniazid	r10000	SAMEA3442395	0.47413793103448276	0.9519230769230769
Isoniazid	r10000	SAMEA3443144	0.36590038314176243	0.9502487562189055
Isoniazid	r10000	SAMEA3443148	0.7155172413793104	0.9589216944801027
Isoniazid	r10000	SAMEA3443154	0.3390804597701149	0.9645776566757494
Isoniazid	r10000	SAMEA3443155	0.27011494252873564	0.9527027027027027
Isoniazid	r10000	SAMEA3443174	0.33237547892720304	0.9506849315068493
Isoniazid	r10000	SAMEA3443361	0.8026819923371648	0.9858823529411764
Isoniazid	r10000	SAMEA3443362	0.3553639846743295	0.961139896373057
Isoniazid	r10000	SAMEA3443792	0.3103448275862069	0.9585798816568047
Isoniazid	r10000	SAMEA3443793	0.3045977011494253	0.9814814814814815
Isoniazid	r10000	SAMEA3444048	0.2959770114942529	0.9778481012658228
Isoniazid	r10000	SAMEA3444049	0.47701149425287354	0.950381679389313
Isoniazid	r10000	SAMEA3444104	0.4157088122605364	0.9559471365638766
Isoniazid	r10000	SAMEA3444106	0.8074712643678161	0.9859649122807017
Isoniazid	r10000	SAMEA3444108	0.2988505747126437	0.9512195121951219
Isoniazid	r10000	SAMEA3444111	0.4013409961685824	0.9501133786848073
Isoniazid	r10000	SAMEA3444550	0.31896551724137934	0.9514285714285714
Isoniazid	r10000	SAMEA3445003	0.34099616858237547	0.9518716577540107
Isoniazid	r10000	SAMEA3445009	0.40325670498084293	0.9503386004514672
Isoniazid	r10000	SAMEA3445053	0.3764367816091954	0.9515738498789347
Isoniazid	r10000	SAMEA3445240	0.41954022988505746	0.9521739130434783
Isoniazid	r10000	SAMEA3445272	0.3783524904214559	0.9587378640776699
Isoniazid	r10000	SAMEA3447563	0.2959770114942529	0.9566563467492261
Isoniazid	r10000	SAMEA3447614	0.30842911877394635	0.9554896142433235
Isoniazid	r10000	SAMEA3447624	0.4521072796934866	0.9613034623217923
Isoniazid	r10000	SAMEA3447627	0.3438697318007663	0.9522546419098143
Isoniazid	r10000	SAMEA3447652	0.38122605363984674	0.9590361445783132
Isoniazid	r10000	SAMEA3447653	0.8170498084291188	0.9941724941724942
Isoniazid	r10000	SAMEA3448155	0.8189655172413793	0.9941860465116279
Isoniazid	r10000	SAMEA3448727	0.4425287356321839	0.9545454545454546
Isoniazid	r10000	SAMEA3449443	0.3888888888888889	0.9598108747044918
Isoniazid	r10000	SAMEA3449446	0.2835249042145594	0.9579288025889967
Isoniazid	r10000	SAMEA3449487	0.3563218390804598	0.9662337662337662
Isoniazid	r10000	SAMEA3449648	0.32375478927203066	0.952112676056338
Isoniazid	r10000	SAMEA3450051	0.6398467432950191	0.9542857142857143
Isoniazid	r10000	SAMEA3451202	0.6379310344827587	0.9514285714285714
Isoniazid	r10000	SAMEA3451203	0.3544061302681992	0.9536082474226805
Isoniazid	r10000	SAMEA3451221	0.6791187739463601	0.9581081081081081
Isoniazid	r10000	SAMEA3451338	0.6676245210727969	0.962707182320442
Isoniazid	r10000	SAMEA3451341	0.460727969348659	0.9562624254473161
Isoniazid	r10000	SAMEA3505298	0.31513409961685823	0.9563953488372093
Isoniazid	r10000	SAMEA3505299	0.6906130268199234	0.9626168224299065
Isoniazid	r10000	SAMEA961632	0.23946360153256704	0.9803921568627451
Isoniazid	r10000	SAMEA961651	0.3955938697318008	0.9516129032258065
Isoniazid	r10000	SAMEA961659	0.3773946360153257	0.9516908212560387
Isoniazid	r10000	SAMEA961676	0.3496168582375479	0.9505208333333334
Isoniazid	r10000	SAMN01908756	0.4185823754789272	0.95
Isoniazid	r10000	SAMN01908759	0.32662835249042144	0.952513966480447
Isoniazid	r10000	SAMN01908783	0.36973180076628354	0.9507389162561576
Isoniazid	r10000	SAMN01908825	0.42337164750957856	0.9608695652173913
Isoniazid	r10000	SAMN01908833	0.5526819923371648	0.956882255389718
Isoniazid	r10000	SAMN01908836	0.3706896551724138	0.9602977667493796
Isoniazid	r10000	SAMN01908851	0.8735632183908046	0.985945945945946
Isoniazid	r10000	SAMN01908864	0.42528735632183906	0.9548387096774194
Isoniazid	r10000	SAMN01908865	0.8706896551724138	0.9837662337662337
Isoniazid	r10000	SAMN01908878	0.25383141762452105	0.9532374100719424
Isoniazid	r10000	SAMN01925619	0.48084291187739464	0.9543726235741445
Isoniazid	r10000	SAMN01925639	0.2950191570881226	0.9535603715170279
Isoniazid	r10000	SAMN01925650	0.36398467432950193	0.9523809523809523
Isoniazid	r10000	SAMN01925654	0.3457854406130268	0.9525065963060686
Isoniazid	r10000	SAMN01925701	0.2624521072796935	0.9681978798586572
Isoniazid	r10000	SAMN02053763	0.4521072796934866	0.959349593495935
Isoniazid	r10000	SAMN02053769	0.2825670498084291	0.9516129032258065
Isoniazid	r10000	SAMN02053807	0.3620689655172414	0.9569620253164557
Isoniazid	r10000	SAMN02053808	0.2978927203065134	0.9598765432098766
Isoniazid	r10000	SAMN02053820	0.31513409961685823	0.9648093841642229
Isoniazid	r10000	SAMN02053821	0.5766283524904214	0.9616613418530351
Isoniazid	r10000	SAMN02231175	0.19444444444444445	0.9806763285024155
Isoniazid	r10000	SAMN02231182	0.49808429118773945	0.9506398537477148
Isoniazid	r10000	SAMN02350408	0.3764367816091954	0.9562043795620438
Isoniazid	r10000	SAMN02350423	0.5900383141762452	0.9506172839506173
Isoniazid	r10000	SAMN02350424	0.42911877394636017	0.9572649572649573
Isoniazid	r10000	SAMN02350427	0.30268199233716475	0.9546827794561934
Isoniazid	r10000	SAMN02350428	0.7078544061302682	0.9634941329856584
Isoniazid	r10000	SAMN02350430	0.7978927203065134	0.995221027479092
Isoniazid	r10000	SAMN02350433	0.7021072796934866	0.9708609271523179
Isoniazid	r10000	SAMN02350442	0.32375478927203066	0.952112676056338
Isoniazid	r10000	SAMN02350451	0.2835249042145594	0.9579288025889967
Isoniazid	r10000	SAMN02350455	0.31417624521072796	0.9507246376811594
Isoniazid	r10000	SAMN02350463	0.5881226053639846	0.9504643962848297
Isoniazid	r10000	SAMN02350492	0.3716475095785441	0.9580246913580247
Isoniazid	r10000	SAMN02360552	0.36590038314176243	0.9573934837092731
Isoniazid	r10000	SAMN02360587	0.36973180076628354	0.9530864197530864
Isoniazid	r10000	SAMN02364080	0.5814176245210728	0.95141065830721
Isoniazid	r10000	SAMN02364086	0.8314176245210728	0.985244040862656
Isoniazid	r10000	SAMN02380989	0.8160919540229885	0.9953271028037384
Isoniazid	r10000	SAMN02380991	0.47701149425287354	0.9521988527724665
Isoniazid	r10000	SAMN02380992	0.39655172413793105	0.9539170506912442
Isoniazid	r10000	SAMN02381006	0.328544061302682	0.9527777777777777
Isoniazid	r10000	SAMN02381037	0.2950191570881226	0.9535603715170279
Isoniazid	r10000	SAMN02398698	0.30938697318007663	0.9528023598820059
Isoniazid	r10000	SAMN02398701	0.6494252873563219	0.9630681818181818
Isoniazid	r10000	SAMN02398716	0.29310344827586204	0.95625
Isoniazid	r10000	SAMN02403474	0.2921455938697318	0.9591194968553459
Isoniazid	r10000	SAMN02403482	0.36877394636015326	0.9553349875930521
Isoniazid	r10000	SAMN02403503	0.3888888888888889	0.9508196721311475
Isoniazid	r10000	SAMN02403522	0.3936781609195402	0.9513888888888888
Isoniazid	r10000	SAMN02403525	0.7021072796934866	0.9632063074901446
Isoniazid	r10000	SAMN02403541	0.8103448275862069	0.990632318501171
Isoniazid	r10000	SAMN02403543	0.3764367816091954	0.9538834951456311
Isoniazid	r10000	SAMN02403575	0.4118773946360153	0.9598214285714286
Isoniazid	r10000	SAMN02403582	0.29022988505747127	0.9528301886792453
Isoniazid	r10000	SAMN02403589	0.3400383141762452	0.9517426273458445
Isoniazid	r10000	SAMN02403595	0.2595785440613027	0.9678571428571429
Isoniazid	r10000	SAMN02403599	0.38601532567049807	0.9549763033175356
Isoniazid	r10000	SAMN02403632	0.5134099616858238	0.9554367201426025
Isoniazid	r10000	SAMN02403636	0.7758620689655172	0.9574468085106383
Isoniazid	r10000	SAMN02403637	0.29310344827586204	0.9592476489028213
Isoniazid	r10000	SAMN02414844	0.4339080459770115	0.9536842105263158
Isoniazid	r10000	SAMN02414861	0.4779693486590038	0.9504761904761905
Isoniazid	r10000	SAMN02414865	0.7030651340996169	0.9619921363040629
Isoniazid	r10000	SAMN02414873	0.3611111111111111	0.9568527918781726
Isoniazid	r10000	SAMN02414874	0.4434865900383142	0.9526748971193416
Isoniazid	r10000	SAMN02414888	0.24808429118773948	0.9592592592592593
Isoniazid	r10000	SAMN02414920	0.34195402298850575	0.9596774193548387
Isoniazid	r10000	SAMN02414921	0.29693486590038315	0.950920245398773
Isoniazid	r10000	SAMN02414925	0.24904214559386972	0.9558823529411765
Isoniazid	r10000	SAMN02419562	0.24329501915708812	0.9844961240310077
Isoniazid	r10000	SAMN02419568	0.3170498084291188	0.9566473988439307
Isoniazid	r10000	SAMN02419593	0.3132183908045977	0.9505813953488372
Isoniazid	r10000	SAMN02419595	0.34674329501915707	0.9501312335958005
Isoniazid	r10000	SAMN02419611	0.3524904214559387	0.9509043927648578
Isoniazid	r10000	SAMN02419615	0.36302681992337166	0.9717948717948718
Isoniazid	r10000	SAMN02419641	0.3448275862068966	0.9625668449197861
Isoniazid	r10000	SAMN02419648	0.3850574712643678	0.9571428571428572
Isoniazid	r10000	SAMN02419651	0.29022988505747127	0.9528301886792453
Isoniazid	r10000	SAMN02419653	0.36015325670498083	0.9543147208121827
Isoniazid	r10000	SAMN02419686	0.6436781609195402	0.9518413597733711
Isoniazid	r10000	SAMN02567676	0.3850574712643678	0.9594272076372315
Isoniazid	r10000	SAMN02567678	0.4559386973180077	0.9558232931726908
Isoniazid	r10000	SAMN02567680	0.3524904214559387	0.9558441558441558
Isoniazid	r10000	SAMN02567699	0.46455938697318006	0.9528487229862476
Isoniazid	r10000	SAMN02567713	0.41475095785440613	0.9516483516483516
Isoniazid	r10000	SAMN02584604	0.3448275862068966	0.9549071618037135
Isoniazid	r10000	SAMN02584624	0.3113026819923372	0.9587020648967551
Isoniazid	r10000	SAMN02584625	0.8065134099616859	0.9871043376318874
Isoniazid	r10000	SAMN02584635	0.29118773946360155	0.9589905362776026
Isoniazid	r10000	SAMN02584646	0.646551724137931	0.9547383309759547
Isoniazid	r10000	SAMN02584669	0.6168582375478927	0.9626307922272048
Isoniazid	r10000	SAMN02584677	0.3783524904214559	0.9541062801932367
Isoniazid	r10000	SAMN02585885	0.3946360153256705	0.9515011547344111
Isoniazid	r10000	SAMN02585898	0.3563218390804598	0.9587628865979382
Isoniazid	r10000	SAMN02585942	0.011494252873563218	0.9230769230769231
Isoniazid	r10000	SAMN02585949	0.3524904214559387	0.9509043927648578
Isoniazid	r10000	SAMN02586066	0.5009578544061303	0.9509090909090909
Isoniazid	r10000	SAMN02586067	0.6388888888888888	0.9737226277372263
Isoniazid	r10000	SAMN02586075	0.22701149425287356	0.9595141700404858
Isoniazid	r10000	SAMN02586091	0.34770114942528735	0.952755905511811
Isoniazid	r10000	SAMN02586099	0.31896551724137934	0.9568965517241379
Isoniazid	r10000	SAMN02598959	0.3275862068965517	0.9553072625698324
Isoniazid	r10000	SAMN02598972	0.696360153256705	0.9693333333333334
Isoniazid	r10000	SAMN02599001	0.36398467432950193	0.9718670076726342
Isoniazid	r10000	SAMN02599025	0.5842911877394636	0.9546165884194053
Isoniazid	r10000	SAMN02599049	0.7155172413793104	0.9626288659793815
Isoniazid	r10000	SAMN02599072	0.8170498084291188	0.9884125144843569
Isoniazid	r10000	SAMN02599094	0.36302681992337166	0.9522613065326633
Isoniazid	r10000	SAMN02599106	0.29118773946360155	0.9743589743589743
Isoniazid	r10000	SAMN02599129	0.3371647509578544	0.9513513513513514
Isoniazid	r10000	SAMN02599169	0.4157088122605364	0.9559471365638766
Isoniazid	r10000	SAMN02599183	0.2921455938697318	0.953125
Isoniazid	r10000	SAMN02628487	0.2796934865900383	0.9573770491803278
Isoniazid	r10000	SAMN02628498	0.303639846743295	0.9519519519519519
Isoniazid	r10000	SAMN02628506	0.37547892720306514	0.9537712895377128
Isoniazid	r10000	SAMN02628523	0.3045977011494253	0.954954954954955
Isoniazid	r10000	SAMN03647098	0.29310344827586204	0.95625
Isoniazid	r10000	SAMN03647102	0.4779693486590038	0.9559386973180076
Isoniazid	r10000	SAMN03647179	0.3103448275862069	0.9501466275659824
Isoniazid	r10000	SAMN03647202	0.2739463601532567	0.9565217391304348
Isoniazid	r10000	SAMN03647212	0.39655172413793105	0.9539170506912442
Isoniazid	r10000	SAMN03647218	0.3496168582375479	0.9530026109660574
Isoniazid	r10000	SAMN03647219	0.34674329501915707	0.9526315789473684
Isoniazid	r10000	SAMN03647281	0.28160919540229884	0.9576547231270358
Isoniazid	r10000	SAMN03647308	0.4329501915708812	0.9515789473684211
Isoniazid	r10000	SAMN03647310	0.8122605363984674	0.9976470588235294
Isoniazid	r10000	SAMN03647323	0.3045977011494253	0.9636363636363636
Isoniazid	r10000	SAMN03647336	0.8888888888888888	0.9809725158562368
Isoniazid	r10000	SAMN03647338	0.41379310344827586	0.9515418502202643
Isoniazid	r10000	SAMN03647365	0.3486590038314176	0.9629629629629629
Isoniazid	r10000	SAMN03647367	0.3888888888888889	0.9552941176470588
Isoniazid	r10000	SAMN03647371	0.7203065134099617	0.9766233766233766
Isoniazid	r10000	SAMN03647376	0.4042145593869732	0.9525959367945824
Isoniazid	r10000	SAMN03647389	0.30938697318007663	0.9613095238095238
Isoniazid	r10000	SAMN03647392	0.24904214559386972	0.9701492537313433
Isoniazid	r10000	SAMN03647403	0.36015325670498083	0.9518987341772152
Isoniazid	r10000	SAMN03647411	0.32567049808429116	0.9550561797752809
Isoniazid	r10000	SAMN03647434	0.32567049808429116	0.9523809523809523
Isoniazid	r10000	SAMN03647436	0.5900383141762452	0.9506172839506173
Isoniazid	r10000	SAMN03647444	0.2883141762452107	0.9585987261146497
Isoniazid	r10000	SAMN03647455	0.31513409961685823	0.9648093841642229
Isoniazid	r10000	SAMN03647462	0.3496168582375479	0.9505208333333334
Isoniazid	r10000	SAMN03647507	0.38122605363984674	0.9521531100478469
Isoniazid	r10000	SAMN03647511	0.3726053639846743	0.9676616915422885
Isoniazid	r10000	SAMN03647541	0.2950191570881226	0.9535603715170279
Isoniazid	r10000	SAMN03647547	0.7308429118773946	0.9769526248399488
Isoniazid	r10000	SAMN03647548	0.4281609195402299	0.9592274678111588
Isoniazid	r10000	SAMN03647550	0.4157088122605364	0.9559471365638766
Isoniazid	r10000	SAMN03647568	0.710727969348659	0.973753280839895
Isoniazid	r10000	SAMN03647572	0.42911877394636017	0.9511677282377919
Isoniazid	r10000	SAMN03647581	0.2672413793103448	0.9554794520547946
Isoniazid	r10000	SAMN03647582	0.3668582375478927	0.9527363184079602
Isoniazid	r10000	SAMN03647600	0.8189655172413793	0.9895833333333334
Isoniazid	r10000	SAMN03647636	0.32088122605363983	0.9517045454545454
Isoniazid	r10000	SAMN03647663	0.40229885057471265	0.9502262443438914
Isoniazid	r10000	SAMN03647666	0.2921455938697318	0.9591194968553459
Isoniazid	r10000	SAMN03647683	0.4329501915708812	0.9515789473684211
Isoniazid	r10000	SAMN03647695	0.4827586206896552	0.9509433962264151
Isoniazid	r10000	SAMN03647702	0.43582375478927204	0.959915611814346
Isoniazid	r10000	SAMN03647718	0.37452107279693486	0.9513381995133819
Isoniazid	r10000	SAMN03647720	0.2959770114942529	0.9747634069400631
Isoniazid	r10000	SAMN03647734	0.3486590038314176	0.9528795811518325
Isoniazid	r10000	SAMN03647759	0.3563218390804598	0.9514066496163683
Isoniazid	r10000	SAMN03647799	0.3074712643678161	0.9582089552238806
Isoniazid	r10000	SAMN03647846	0.39176245210727967	0.9533799533799534
Isoniazid	r10000	SAMN03647858	0.8093869731800766	0.9952885747938751
Isoniazid	r10000	SAMN03647937	0.5957854406130269	0.9583975346687211
Isoniazid	r10000	SAMN03647949	0.5996168582375478	0.9586523736600306
Isoniazid	r10000	SAMN03647953	0.38697318007662834	0.9505882352941176
Isoniazid	r10000	SAMN03647955	0.4003831417624521	0.9521640091116174
Isoniazid	r10000	SAMN03647969	0.46360153256704983	0.952755905511811
Isoniazid	r10000	SAMN03647982	0.30938697318007663	0.95
Isoniazid	r10000	SAMN03647999	0.4061302681992337	0.9506726457399103
Isoniazid	r10000	SAMN03648023	0.34099616858237547	0.9621621621621622
Isoniazid	r10000	SAMN03648026	0.32567049808429116	0.9659090909090909
Isoniazid	r10000	SAMN03648072	0.3227969348659004	0.9519774011299436
Isoniazid	r10000	SAMN03648073	0.6245210727969349	0.9504373177842566
Isoniazid	r10000	SAMN03648084	0.7030651340996169	0.963254593175853
Isoniazid	r10000	SAMN03648196	0.3936781609195402	0.9513888888888888
Isoniazid	r10000	SAMN03648198	0.45881226053639845	0.9560878243512974
Isoniazid	r10000	SAMN03648220	0.4061302681992337	0.9592760180995475
Isoniazid	r10000	SAMN03648239	0.31800766283524906	0.9651162790697675
Isoniazid	r10000	SAMN03648253	0.3716475095785441	0.9556650246305419
Isoniazid	r10000	SAMN03648265	0.6455938697318008	0.9519774011299436
Isoniazid	r10000	SAMN03648278	0.3486590038314176	0.9503916449086162
Isoniazid	r10000	SAMN03648295	0.3850574712643678	0.950354609929078
Isoniazid	r10000	SAMN03648314	0.3706896551724138	0.9532019704433498
Isoniazid	r10000	SAMN03648321	0.3879310344827586	0.9507042253521126
Isoniazid	r10000	SAMN03648338	0.4099616858237548	0.9532293986636972
Isoniazid	r10000	SAMN03648354	0.8074712643678161	0.9634285714285714
Isoniazid	r10000	SAMN03648361	0.3103448275862069	0.9557522123893806
Isoniazid	r10000	SAMN03648380	0.3132183908045977	0.9533527696793003
Isoniazid	r10000	SAMN03648382	0.29118773946360155	0.9559748427672956
Isoniazid	r10000	SAMN03648409	0.3611111111111111	0.952020202020202
Isoniazid	r10000	SAMN03648414	0.592911877394636	0.9508448540706606
Isoniazid	r10000	SAMN03648417	0.31896551724137934	0.9596541786743515
Isoniazid	r10000	SAMN03648418	0.2988505747126437	0.9512195121951219
Isoniazid	r10000	SAMN03648420	0.28160919540229884	0.9607843137254902
Isoniazid	r10000	SAMN03648525	0.4549808429118774	0.9634888438133874
Isoniazid	r10000	SAMN03648540	0.460727969348659	0.950592885375494
Isoniazid	r10000	SAMN03648553	0.2940613026819923	0.953416149068323
Isoniazid	r10000	SAMN03648563	0.4272030651340996	0.9529914529914529
Isoniazid	r10000	SAMN03648580	0.7116858237547893	0.9661898569570871
Isoniazid	r10000	SAMN03648586	0.3524904214559387	0.9509043927648578
Isoniazid	r10000	SAMN03648596	0.32662835249042144	0.9551820728291317
Isoniazid	r10000	SAMN03648618	0.3170498084291188	0.9511494252873564
Isoniazid	r10000	SAMN03648643	0.8199233716475096	0.9918887601390498
Isoniazid	r10000	SAMN03648714	0.2681992337164751	0.9621993127147767
Isoniazid	r10000	SAMN03648722	0.28065134099616856	0.9766666666666667
Isoniazid	r10000	SAMN03648728	0.7844827586206896	0.9669421487603306
Isoniazid	r10000	SAMN03648740	0.44061302681992337	0.9543568464730291
Isoniazid	r10000	SAMN03648762	0.23850574712643677	0.9688715953307393
Isoniazid	r10000	SAMN03648771	0.42337164750957856	0.9505376344086022
Isoniazid	r10000	SAMN03648772	0.8333333333333334	0.9786276715410573
Isoniazid	r10000	SAMN03648803	0.40325670498084293	0.9546485260770975
Isoniazid	r10000	SAMN03648823	0.3333333333333333	0.9534246575342465
Isoniazid	r10000	SAMN03648827	0.34770114942528735	0.9502617801047121
Isoniazid	r10000	SAMN03648865	0.40900383141762453	0.9552572706935123
Isoniazid	r10000	SAMN03648886	0.6360153256704981	0.9595375722543352
Isoniazid	r10000	SAMN03648891	0.4904214559386973	0.9516728624535316
Isoniazid	r10000	SAMN03648896	0.5431034482758621	0.9912587412587412
Isoniazid	r10000	SAMN03648905	0.38122605363984674	0.9521531100478469
Isoniazid	r10000	SAMN03648937	0.3553639846743295	0.9512820512820512
Isoniazid	r10000	SAMN03648947	0.36590038314176243	0.9573934837092731
Isoniazid	r10000	SAMN03648950	0.25766283524904215	0.9539007092198581
Isoniazid	r10000	SAMN03649000	0.8045977011494253	0.997624703087886
Isoniazid	r10000	SAMN03649016	0.36590038314176243	0.9502487562189055
Isoniazid	r10000	SAMN03649017	0.7231800766283525	0.9593392630241423
Isoniazid	r10000	SAMN03649019	0.38984674329501917	0.9509345794392523
Isoniazid	r10000	SAMN03649062	0.36877394636015326	0.9506172839506173
Isoniazid	r10000	SAMN03653219	0.3831417624521073	0.954653937947494
Isoniazid	r10000	SAMN03653223	0.4760536398467433	0.9502868068833652
Isoniazid	r10000	SAMN03653242	0.4224137931034483	0.9504310344827587
Isoniazid	r10000	SAMN03653243	0.7030651340996169	0.9569752281616688
Isoniazid	r10000	SAMN03653266	0.43486590038314177	0.959830866807611
Isoniazid	r10000	SAMN03653275	0.8218390804597702	0.9816933638443935
Isoniazid	r10000	SAMN03653278	0.4367816091954023	0.9519832985386222
Isoniazid	r10000	SAMN03653279	0.6954022988505747	0.966711051930759
Isoniazid	r10000	SAMN03653288	0.3227969348659004	0.9546742209631728
Isoniazid	r10000	SAMN03653295	0.3218390804597701	0.9545454545454546
Isoniazid	r10000	SAMN03653296	0.7998084291187739	0.9881656804733728
Isoniazid	r10000	SAMN03653297	0.4818007662835249	0.9508506616257089
Isoniazid	r10000	SAMN07236255	0.5287356321839081	0.965034965034965
Isoniazid	r10000	SAMN07236287	0.34099616858237547	0.9518716577540107
Isoniazid	r10000	SAMN07236397	0.3831417624521073	0.9501187648456056
Isoniazid	r10000	SAMN07236398	0.2777777777777778	0.9731543624161074
Isoniazid	r10000	SAMN07236438	0.36015325670498083	0.9543147208121827
Isoniazid	r10000	SAMN07236444	0.5919540229885057	0.9522342064714946
Isoniazid	r10000	SAMN07236467	0.4722222222222222	0.9517374517374517
Isoniazid	r10000	SAMN07236472	0.3371647509578544	0.9513513513513514
Isoniazid	r10000	SAMN07236511	0.4501915708812261	0.951417004048583
Isoniazid	r10000	SAMN07236514	0.6637931034482759	0.9692307692307692
Isoniazid	r10000	SAMN07236519	0.3486590038314176	0.9503916449086162
Isoniazid	r10000	SAMN07236533	0.5478927203065134	0.9549248747913188
Isoniazid	r10000	SAMN07236536	0.8553639846743295	0.9856512141280354
Isoniazid	r10000	SAMN07331224	0.5881226053639846	0.9608763693270735
Isoniazid	r10000	SAMN07658244	0.5900383141762452	0.9506172839506173
Isoniazid	r10000	SAMN07658257	0.44157088122605365	0.9524793388429752
Isoniazid	r10000	SAMN07658355	0.7040229885057471	0.9607843137254902
Isoniazid	r10000	SAMN07658397	0.47701149425287354	0.950381679389313
Isoniazid	r10000	SAMN07658684	0.4166666666666667	0.9602649006622517
Isoniazid	r10000	SAMN07658719	0.8869731800766284	0.9830148619957537
Isoniazid	r10000	SAMN07658827	0.41762452107279696	0.9519650655021834
Isoniazid	r10000	SAMN07658851	0.25862068965517243	0.9574468085106383
Isoniazid	r10000	SAMN07658925	0.3888888888888889	0.9530516431924883
Isoniazid	r10000	SAMN07659114	0.8888888888888888	0.9861849096705633
Isoniazid	r10000	SAMN07659337	0.2835249042145594	0.9548387096774194
Isoniazid	r10000	SAMN07659392	0.4559386973180077	0.9500998003992016
Isoniazid	r10000	SAMN07659394	0.342911877394636	0.9572192513368984
Isoniazid	r10000	SAMN07659455	0.3850574712643678	0.950354609929078
Isoniazid	r10000	SAMN07659575	0.3706896551724138	0.9508599508599509
Isoniazid	r10000	SAMN07659718	0.38601532567049807	0.9504716981132075
Isoniazid	r10000	SAMN07659937	0.6360153256704981	0.9595375722543352
Isoniazid	r10000	SAMN07660153	0.36015325670498083	0.9543147208121827
Isoniazid	r10000	SAMN07660217	0.5431034482758621	0.9708904109589042
Isoniazid	r10000	SAMN07660229	0.3400383141762452	0.9517426273458445
Isoniazid	r10000	SAMN07660234	0.7145593869731801	0.9688311688311688
Isoniazid	r10000	SAMN07660248	0.8113026819923371	0.9988207547169812
Isoniazid	r10000	SAMN07660270	0.31226053639846746	0.9504373177842566
Isoniazid	r10000	SAMN07660283	0.3936781609195402	0.9513888888888888
Isoniazid	r10000	SAMN07660371	0.36973180076628354	0.9530864197530864
Isoniazid	r10000	SAMN07660397	0.3438697318007663	0.9573333333333334
Isoniazid	r10000	SAMN07660435	0.4731800766283525	0.9536679536679536
Isoniazid	r10000	SAMN07765866	0.32375478927203066	0.952112676056338
Isoniazid	r10000	SAMN07765884	0.8180076628352491	0.9861431870669746
Isoniazid	r10000	SAMN07765906	0.3132183908045977	0.956140350877193
Isoniazid	r10000	SAMN07765925	0.8160919540229885	0.9895470383275261
Isoniazid	r10000	SAMN07765928	0.8160919540229885	0.9976580796252927
Isoniazid	r10000	SAMN07765930	0.3955938697318008	0.9560185185185185
Isoniazid	r10000	SAMN07765943	0.32471264367816094	0.9576271186440678
Isoniazid	r10000	SAMN07765973	0.7844827586206896	0.9669421487603306
Isoniazid	r10000	SAMN07765988	0.30842911877394635	0.9554896142433235
Isoniazid	r10000	SAMN07765994	0.8812260536398467	0.9818569903948773
Isoniazid	r10000	SAMN07765998	0.646551724137931	0.9670487106017192
Isoniazid	r10000	SAMN07766006	0.3448275862068966	0.9549071618037135
Isoniazid	r10000	SAMN07766009	0.5862068965517241	0.95625
Isoniazid	r10000	SAMN07766019	0.8122605363984674	0.9894982497082847
Isoniazid	r10000	SAMN07766030	0.4444444444444444	0.9547325102880658
Isoniazid	r10000	SAMN07766033	0.6111111111111112	0.9550898203592815
Isoniazid	r10000	SAMN07766071	0.34674329501915707	0.9602122015915119
