Method	Size	Name	CPUs	Time	Maxmem
tb_profiler	r50000	ERR126630	51.1	4.45	185260
tb_profiler	r50000	ERR176459	53.47	4.38	187532
tb_profiler	r50000	ERR176635	52.68	4.36	185060
tb_profiler	r50000	ERR181942	55.32	4.97	189028
tb_profiler	r50000	ERR245709	50.88	4.32	170756
tb_profiler	r50000	ERR245785	55.16	4.44	173320
tb_profiler	r50000	SAMEA1016120	49.71	4.54	182840
tb_profiler	r50000	SAMEA104302773	53.74	4.37	176088
tb_profiler	r50000	SAMEA1101630	50.65	4.22	182496
tb_profiler	r50000	SAMEA1102417	52.17	4.38	184552
tb_profiler	r50000	SAMEA1117586	51.38	4.25	187208
tb_profiler	r50000	SAMEA1118442	49.53	4.12	183316
tb_profiler	r50000	SAMEA1119086	51.08	4.31	186448
tb_profiler	r50000	SAMEA1119856	51.83	4.28	179008
tb_profiler	r50000	SAMEA1403637	44.96	4.36	191408
tb_profiler	r50000	SAMEA1403704	50.79	4.4	208044
tb_profiler	r50000	SAMEA1403937	53.94	4.45	186380
tb_profiler	r50000	SAMEA2533488	54.53	4.42	187088
tb_profiler	r50000	SAMEA2533688	45.55	4.3	174388
tb_profiler	r50000	SAMEA2534879	51.72	4.21	187688
tb_profiler	r50000	SAMEA2709874	54.45	4.39	182144
tb_profiler	r50000	SAMEA3220391	52.06	4.33	183956
tb_profiler	r50000	SAMEA3305009	49.95	4.19	187184
tb_profiler	r50000	SAMEA3443154	50.16	4.13	185448
tb_profiler	r50000	SAMEA3445009	52.77	4.32	184028
tb_profiler	r50000	SAMEA3450051	50.69	4.25	186480
tb_profiler	r50000	SAMN01908851	50.62	4.17	183960
tb_profiler	r50000	SAMN02381037	50.71	4.14	179340
tb_profiler	r50000	SAMN02398716	50.8	4.47	177940
tb_profiler	r50000	SAMN02567713	50.72	4.17	177604
tb_profiler	r50000	SAMN03647507	50.89	4.27	179764
tb_profiler	r50000	SAMN03647666	54.48	4.58	177088
tb_profiler	r50000	SAMN03648643	48.86	4.04	176608
tb_profiler	r50000	SAMN03648823	50.99	4.17	176976
tb_profiler	r50000	SAMN03653278	52.78	4.22	176148
tb_profiler	r50000	SAMN07236255	49.99	4.17	181188
tb_profiler	r50000	SAMN07236287	51.07	4.13	178344
tb_profiler	r50000	SAMN07236511	51.16	4.31	179504
tb_profiler	r50000	SAMN07236514	49.63	4.03	179944
tb_profiler	r50000	SAMN07658827	53.69	4.39	180300
tb_profiler	r50000	SAMN07765925	52.66	4.28	178820
tb_profiler	r50000	SAMN07766033	51.04	4.17	182848
tb_profiler	r50000	SAMN07766169	50.45	4.21	180688
tb_profiler	r50000	SAMN07766431	49.69	4.26	181976
tb_profiler	r50000	SAMN08214826	50.66	4.12	181132
tb_profiler	r50000	SAMN08215206	51.65	4.32	181084
tb_profiler	r50000	SAMN09090461	49.67	4.23	174772
tb_profiler	r50000	SRS797241	51.81	4.24	190436
tb_profiler	r500000	ERR1035005	65.76	7.67	400320
tb_profiler	r500000	ERR1035119	68.96	7.73	396980
tb_profiler	r500000	ERR126630	66.07	7.98	372196
tb_profiler	r500000	ERR176459	67.59	7.6	389396
tb_profiler	r500000	ERR176635	63.37	7.34	367668
tb_profiler	r500000	ERR181942	63.39	7.67	384240
tb_profiler	r500000	ERR245709	65.37	7.03	402076
tb_profiler	r500000	ERR245785	62.28	7.13	372528
tb_profiler	r500000	SAMEA1016120	61.1	7.84	374048
tb_profiler	r500000	SAMEA104302773	63.31	7.45	407108
tb_profiler	r500000	SAMEA1101630	71.92	7.85	425800
tb_profiler	r500000	SAMEA1102417	64.25	7.77	381420
tb_profiler	r500000	SAMEA1117586	69.75	7.66	432692
tb_profiler	r500000	SAMEA1118442	68.94	7.35	399140
tb_profiler	r500000	SAMEA1119086	65.75	7.08	406936
tb_profiler	r500000	SAMEA1119856	64.04	7.21	411492
tb_profiler	r500000	SAMEA1403637	69.34	7.86	423064
tb_profiler	r500000	SAMEA1403704	61.87	8.44	376132
tb_profiler	r500000	SAMEA1403937	64.64	8.08	382880
tb_profiler	r500000	SAMEA2533488	61.55	7.55	385184
tb_profiler	r500000	SAMEA2533688	69.14	8.01	490592
tb_profiler	r500000	SAMEA2534879	67.34	7.68	383908
tb_profiler	r500000	SAMEA2709874	64.46	7.52	492544
tb_profiler	r500000	SAMEA3220391	66.61	7.43	454252
tb_profiler	r500000	SAMEA3305009	62.2	7.49	366632
tb_profiler	r500000	SAMEA3443154	65.33	7.56	393456
tb_profiler	r500000	SAMEA3445009	65.43	7.32	364980
tb_profiler	r500000	SAMEA3450051	61.51	7.34	371320
tb_profiler	r500000	SAMN01908851	64.57	7.89	403368
tb_profiler	r500000	SAMN02381037	65.58	7.18	410352
tb_profiler	r500000	SAMN02398716	64.18	7.86	377764
tb_profiler	r500000	SAMN02567713	69.11	7.98	388568
tb_profiler	r500000	SAMN03647507	65.96	7.71	374472
tb_profiler	r500000	SAMN03647666	65.46	7.28	391996
tb_profiler	r500000	SAMN03648643	64.85	6.85	370972
tb_profiler	r500000	SAMN03648823	65.11	7.01	377548
tb_profiler	r500000	SAMN03653278	66.7	7.02	402688
tb_profiler	r500000	SAMN07236255	66.31	7.12	455264
tb_profiler	r500000	SAMN07236287	65.65	7.07	394580
tb_profiler	r500000	SAMN07236511	65.4	7.14	387292
tb_profiler	r500000	SAMN07236514	63.82	7.22	379396
tb_profiler	r500000	SAMN07658827	66.29	7.29	415856
tb_profiler	r500000	SAMN07765925	71.61	7.78	402972
tb_profiler	r500000	SAMN07766033	62.86	7.18	378488
tb_profiler	r500000	SAMN07766169	62.8	7.08	387764
tb_profiler	r500000	SAMN07766431	67.05	7.19	431944
tb_profiler	r500000	SAMN08214826	65.1	7.14	384616
tb_profiler	r500000	SAMN08215206	66.67	7.26	433180
tb_profiler	r500000	SAMN09090461	67.32	7.08	452536
tb_profiler	r500000	SRS797241	64.47	7.53	378104
vmdm	r1000	ERR1035005	92.48	28.51	209904
vmdm	r1000	ERR1035119	98.41	28.45	215364
vmdm	r1000	ERR126630	89.45	28.08	215824
vmdm	r1000	ERR176459	95	28.78	218084
vmdm	r1000	ERR176635	101.19	29.66	227980
vmdm	r1000	ERR181942	95.8	28.7	206136
vmdm	r1000	ERR245709	98.66	28.9	214176
vmdm	r1000	ERR245785	97.52	28.51	209264
vmdm	r1000	SAMEA1016120	90.67	28.54	205904
vmdm	r1000	SAMEA104302773	94.76	29.03	234624
vmdm	r1000	SAMEA1101630	97.77	28.52	204480
vmdm	r1000	SAMEA1102417	98.33	29.15	209312
vmdm	r1000	SAMEA1117586	90.15	28.64	216716
vmdm	r1000	SAMEA1118442	96.77	29.33	226472
vmdm	r1000	SAMEA1119086	89.85	28.53	223528
vmdm	r1000	SAMEA1119856	94.94	28.28	206280
vmdm	r1000	SAMEA1403637	101.96	29.21	210952
vmdm	r1000	SAMEA1403704	82.59	27.29	204208
vmdm	r1000	SAMEA1403937	104.07	29.21	210372
vmdm	r1000	SAMEA2533488	97.24	28.7	211012
vmdm	r1000	SAMEA2533688	89.31	28.66	218704
vmdm	r1000	SAMEA2534879	82.28	27.5	209500
vmdm	r1000	SAMEA2709874	91.91	28.53	234396
vmdm	r1000	SAMEA3220391	90.43	28.24	208244
vmdm	r1000	SAMEA3305009	97.81	29.6	223028
vmdm	r1000	SAMEA3443154	92.31	28.38	205064
vmdm	r1000	SAMEA3445009	85.69	28.36	226488
vmdm	r1000	SAMEA3450051	94.67	28.39	211012
vmdm	r1000	SAMN01908851	92.61	29.28	219088
vmdm	r1000	SAMN02381037	81.94	26.6	198736
vmdm	r1000	SAMN02398716	101.16	28.88	203812
vmdm	r1000	SAMN02567713	76.44	26.44	202528
vmdm	r1000	SAMN03647507	93.6	28.36	225056
vmdm	r1000	SAMN03647666	93.92	28.47	208756
vmdm	r1000	SAMN03648643	77.29	27.43	209548
vmdm	r1000	SAMN03648823	97.28	29.07	225404
vmdm	r1000	SAMN03653278	89.6	28.24	214604
vmdm	r1000	SAMN07236255	86.39	28.05	212504
vmdm	r1000	SAMN07236287	94.07	28.87	204176
vmdm	r1000	SAMN07236511	102.57	29.67	214144
vmdm	r1000	SAMN07236514	90.42	28.51	217076
vmdm	r1000	SAMN07658827	98.45	29.3	205892
vmdm	r1000	SAMN07765925	85.38	28.83	219700
vmdm	r1000	SAMN07766033	86.97	27.75	210864
vmdm	r1000	SAMN07766169	89.21	28.41	210228
vmdm	r1000	SAMN07766431	85.61	27.98	217632
vmdm	r1000	SAMN08214826	94.81	28.53	211064
vmdm	r1000	SAMN08215206	87.62	28.28	215008
vmdm	r1000	SAMN09090461	91.19	28.38	217708
vmdm	r1000	SRS797241	93.41	28.83	219672
vmdm	r10000	ERR1035005	111.94	44.63	573648
vmdm	r10000	ERR1035119	104.7	44.24	571732
vmdm	r10000	ERR126630	113.15	48.93	571852
vmdm	r10000	ERR176459	113.01	43.45	582072
vmdm	r10000	ERR176635	115.44	44.53	582400
vmdm	r10000	ERR181942	108.52	42.79	571640
vmdm	r10000	ERR245709	104.68	42.14	582280
vmdm	r10000	ERR245785	101.35	42.29	572336
vmdm	r10000	SAMEA1016120	109.44	42.93	572144
vmdm	r10000	SAMEA104302773	100.05	42.74	571956
vmdm	r10000	SAMEA1101630	111.02	43.02	571956
vmdm	r10000	SAMEA1102417	117.05	43.79	571956
vmdm	r10000	SAMEA1117586	106.31	43.15	572264
vmdm	r10000	SAMEA1118442	106.47	42.88	571692
vmdm	r10000	SAMEA1119086	103.74	42.85	571940
vmdm	r10000	SAMEA1119856	108.93	43.71	571900
vmdm	r10000	SAMEA1403637	102.48	42.86	572092
vmdm	r10000	SAMEA1403704	108.2	43.57	573552
vmdm	r10000	SAMEA1403937	114.92	43.51	572104
vmdm	r10000	SAMEA2533488	104.94	42.86	573408
vmdm	r10000	SAMEA2533688	100.17	42.01	572240
vmdm	r10000	SAMEA2534879	109.97	42.89	573556
vmdm	r10000	SAMEA2709874	105.64	43.23	572280
vmdm	r10000	SAMEA3220391	105.38	43.46	571900
vmdm	r10000	SAMEA3305009	105.45	42.6	572052
vmdm	r10000	SAMEA3443154	108.53	43.19	573524
vmdm	r10000	SAMEA3445009	107.88	42.82	573012
vmdm	r10000	SAMEA3450051	94.67	42.34	572240
vmdm	r10000	SAMN01908851	109.11	43.48	572180
vmdm	r10000	SAMN02381037	104.89	38.25	510432
vmdm	r10000	SAMN02398716	100.45	42.7	571860
vmdm	r10000	SAMN02567713	101.91	41.71	572140
vmdm	r10000	SAMN03647507	102.67	42.43	572460
vmdm	r10000	SAMN03647666	98.8	42.02	571700
vmdm	r10000	SAMN03648643	106.8	43.06	572308
vmdm	r10000	SAMN03648823	106.42	43.34	571728
vmdm	r10000	SAMN03653278	104.39	43.2	573748
vmdm	r10000	SAMN07236255	100.4	41.89	571696
vmdm	r10000	SAMN07236287	101.02	42.47	572084
vmdm	r10000	SAMN07236511	108.26	43.49	572268
vmdm	r10000	SAMN07236514	107.22	43.13	572048
vmdm	r10000	SAMN07658827	97.85	42.75	572356
vmdm	r10000	SAMN07765925	102.06	42.98	572276
vmdm	r10000	SAMN07766033	99.62	42.44	571956
vmdm	r10000	SAMN07766169	103.34	42.65	572156
vmdm	r10000	SAMN07766431	113.86	44.22	571752
vmdm	r10000	SAMN08214826	114.56	44.12	566932
vmdm	r10000	SAMN08215206	100.31	42.28	572020
vmdm	r10000	SAMN09090461	98.05	42.17	573296
vmdm	r10000	SRS797241	111.69	44.11	572128
vmdm	r100000	ERR1035005	133.08	53.89	571736
vmdm	r100000	ERR1035119	134.32	55.33	572120
vmdm	r100000	ERR126630	123.04	53.6	572328
vmdm	r100000	ERR176459	130.15	55.07	571796
vmdm	r100000	ERR176635	119.76	54.06	571836
vmdm	r100000	ERR181942	119.59	53.97	571940
vmdm	r100000	ERR245709	119.6	53.42	571936
vmdm	r100000	ERR245785	126.48	54.81	581884
vmdm	r100000	SAMEA1016120	138.82	55.21	571696
vmdm	r100000	SAMEA104302773	130.36	54.72	571956
vmdm	r100000	SAMEA1101630	122.41	54.09	572440
vmdm	r100000	SAMEA1102417	131.66	55.71	567012
vmdm	r100000	SAMEA1117586	146.48	69.04	572184
vmdm	r100000	SAMEA1118442	155.08	91	571968
vmdm	r100000	SAMEA1119086	118.04	54.16	573568
vmdm	r100000	SAMEA1119856	151.58	62.25	572120
vmdm	r100000	SAMEA1403637	254.85	181.3	572432
vmdm	r100000	SAMEA1403704	127.19	60.95	571900
vmdm	r100000	SAMEA1403937	127.66	55.23	572124
vmdm	r100000	SAMEA2533488	130.64	54.33	572344
vmdm	r100000	SAMEA2533688	119.2	53.69	566920
vmdm	r100000	SAMEA2534879	127.85	53.87	572416
vmdm	r100000	SAMEA2709874	125.08	53.52	571768
vmdm	r100000	SAMEA3220391	119.25	53.4	572236
vmdm	r100000	SAMEA3305009	123.07	53.54	572300
vmdm	r100000	SAMEA3443154	123.77	53.57	571992
vmdm	r100000	SAMEA3445009	123.88	53.27	572160
vmdm	r100000	SAMEA3450051	125.31	54.14	571856
vmdm	r100000	SAMN01908851	124.96	53.69	572044
vmdm	r100000	SAMN02381037	111.61	48.32	572340
vmdm	r100000	SAMN02398716	127.35	54.02	572112
vmdm	r100000	SAMN02567713	115.54	52.09	571928
vmdm	r100000	SAMN03647507	124.98	53.5	572156
vmdm	r100000	SAMN03647666	127.17	54.41	572044
vmdm	r100000	SAMN03648643	134.47	54.17	572184
vmdm	r100000	SAMN03648823	122.89	53.94	572180
vmdm	r100000	SAMN03653278	122.78	52.7	571952
vmdm	r100000	SAMN07236255	122.17	53.19	571820
vmdm	r100000	SAMN07236287	126.29	53.31	571724
vmdm	r100000	SAMN07236511	124.33	53.59	572376
vmdm	r100000	SAMN07236514	127.1	53.57	572076
vmdm	r100000	SAMN07658827	118.42	53.75	572272
vmdm	r100000	SAMN07765925	126.04	55.8	572288
vmdm	r100000	SAMN07766033	135.72	57.17	571952
vmdm	r100000	SAMN07766169	128.02	56.84	572016
vmdm	r100000	SAMN07766431	138.27	59.88	571784
vmdm	r100000	SAMN08214826	115.56	53.52	572108
vmdm	r100000	SAMN08215206	130.26	53.9	582068
vmdm	r100000	SAMN09090461	136.54	55.46	572168
vmdm	r100000	SRS797241	123.36	54.31	572296
vmdm	r1000000	ERR1035005	167.25	66.48	591932
vmdm	r1000000	ERR1035119	168.11	66.69	596016
vmdm	r1000000	ERR126630	163.2	66.11	580220
vmdm	r1000000	ERR176459	160.28	65.5	574080
vmdm	r1000000	ERR176635	159.65	66.35	571576
vmdm	r1000000	ERR181942	163.33	66.52	579572
vmdm	r1000000	ERR245709	167.69	66.74	571880
vmdm	r1000000	ERR245785	159.83	66.07	572368
vmdm	r1000000	SAMEA1016120	161.51	65.05	579804
vmdm	r1000000	SAMEA104302773	160.9	65.66	591376
vmdm	r1000000	SAMEA1101630	170.39	66.18	597584
vmdm	r1000000	SAMEA1102417	161.1	66.22	580492
vmdm	r1000000	SAMEA1117586	159.67	65.48	605164
vmdm	r1000000	SAMEA1118442	169.14	66.7	581384
vmdm	r1000000	SAMEA1119086	167.42	75.78	582644
vmdm	r1000000	SAMEA1119856	158.33	65.69	596424
vmdm	r1000000	SAMEA1403637	171.02	67.46	582532
vmdm	r1000000	SAMEA1403704	200.75	91.5	580804
vmdm	r1000000	SAMEA1403937	182.09	68.9	572828
vmdm	r1000000	SAMEA2533488	172.39	69.59	582436
vmdm	r1000000	SAMEA2533688	170.43	68.42	587808
vmdm	r1000000	SAMEA2534879	161.14	67.46	585712
vmdm	r1000000	SAMEA2709874	179.58	68.59	571848
vmdm	r1000000	SAMEA3220391	159.21	68.7	571992
vmdm	r1000000	SAMEA3305009	154.41	63.98	571760
vmdm	r1000000	SAMEA3443154	161.33	66.39	596444
vmdm	r1000000	SAMEA3445009	179.22	67.16	592572
vmdm	r1000000	SAMEA3450051	163.81	66.29	587380
vmdm	r1000000	SAMN01908851	162.53	66.16	579768
vmdm	r1000000	SAMN02381037	157.9	63.64	571940
vmdm	r1000000	SAMN02398716	163.91	66.35	573200
vmdm	r1000000	SAMN02567713	174.91	70.01	572100
vmdm	r1000000	SAMN03647507	176.77	68.38	572348
vmdm	r1000000	SAMN03647666	181.08	69.31	572212
vmdm	r1000000	SAMN03648643	163.36	64.66	572200
vmdm	r1000000	SAMN03648823	151.32	63.24	571664
vmdm	r1000000	SAMN03653278	163.88	68.01	572104
vmdm	r1000000	SAMN07236255	158.15	65.16	572236
vmdm	r1000000	SAMN07236287	173.18	67.02	572004
vmdm	r1000000	SAMN07236511	160.37	65.32	571700
vmdm	r1000000	SAMN07236514	158.22	64.67	574584
vmdm	r1000000	SAMN07658827	162.42	65.77	571636
vmdm	r1000000	SAMN07765925	164.37	65.45	581092
vmdm	r1000000	SAMN07766033	162.8	65.38	577968
vmdm	r1000000	SAMN07766169	158.6	65.89	573736
vmdm	r1000000	SAMN07766431	164.17	64.87	582004
vmdm	r1000000	SAMN08214826	169.07	66.05	574728
vmdm	r1000000	SAMN08215206	185.57	67.25	573888
vmdm	r1000000	SAMN09090461	158.89	65.28	572296
vmdm	r1000000	SRS797241	170.94	67.04	585240
vmdm	r500	ERR1035005	74.35	26.21	199812
vmdm	r500	ERR1035119	93.66	27.12	200360
vmdm	r500	ERR126630	85.59	26.98	195264
vmdm	r500	ERR176459	80.89	26.78	199300
vmdm	r500	ERR176635	87.72	27.35	202820
vmdm	r500	ERR181942	91.02	27.5	202784
vmdm	r500	ERR245709	81.9	26.72	201868
vmdm	r500	ERR245785	79.56	26.38	196216
vmdm	r500	SAMEA1016120	78.03	25.97	202720
vmdm	r500	SAMEA104302773	90.54	27.85	198748
vmdm	r500	SAMEA1101630	82.66	26.55	201796
vmdm	r500	SAMEA1102417	84.06	26.4	202708
vmdm	r500	SAMEA1117586	83.78	27.48	201820
vmdm	r500	SAMEA1118442	84.04	27.22	200920
vmdm	r500	SAMEA1119086	94.43	27.69	199252
vmdm	r500	SAMEA1119856	80.09	26.89	198036
vmdm	r500	SAMEA1403637	80.78	27.14	198276
vmdm	r500	SAMEA1403704	78.92	27.03	197548
vmdm	r500	SAMEA1403937	86.84	26.79	200184
vmdm	r500	SAMEA2533488	87.21	27	198680
vmdm	r500	SAMEA2533688	93.12	27.35	200180
vmdm	r500	SAMEA2534879	97.41	28.06	199240
vmdm	r500	SAMEA2709874	77.83	26.41	202636
vmdm	r500	SAMEA3220391	73.3	25.73	202480
vmdm	r500	SAMEA3305009	87.09	26.93	201464
vmdm	r500	SAMEA3443154	79.07	26.25	198412
vmdm	r500	SAMEA3445009	89.54	27.9	202932
vmdm	r500	SAMEA3450051	78.39	26.26	199628
vmdm	r500	SAMN01908851	90.9	27.26	203284
vmdm	r500	SAMN02381037	66.39	24.57	196292
vmdm	r500	SAMN02398716	84.98	27.12	202248
vmdm	r500	SAMN02567713	68.84	25.22	196480
vmdm	r500	SAMN03647507	78.03	26.2	195788
vmdm	r500	SAMN03647666	74.35	26.08	203016
vmdm	r500	SAMN03648643	81.56	26.79	201916
vmdm	r500	SAMN03648823	84.98	27.39	199360
vmdm	r500	SAMN03653278	81.1	27.01	202256
vmdm	r500	SAMN07236255	75.54	25.84	201756
vmdm	r500	SAMN07236287	80.23	26.43	203536
vmdm	r500	SAMN07236511	88.19	28.05	198748
vmdm	r500	SAMN07236514	80.08	26.11	199664
vmdm	r500	SAMN07658827	80.89	26.38	199920
vmdm	r500	SAMN07765925	81.13	26.52	203752
vmdm	r500	SAMN07766033	79.29	26.96	200384
vmdm	r500	SAMN07766169	74.3	26.29	201960
vmdm	r500	SAMN07766431	80.1	26.2	200976
vmdm	r500	SAMN08214826	77.1	26.11	201244
vmdm	r500	SAMN08215206	75.57	25.98	199928
vmdm	r500	SAMN09090461	77.33	26.41	195248
vmdm	r500	SRS797241	91.02	27.96	198740
vmdm	r5000	ERR1035005	103.19	38.8	562536
vmdm	r5000	ERR1035119	100.17	38.72	542812
vmdm	r5000	ERR126630	103.85	39.33	544888
vmdm	r5000	ERR176459	105.42	38.94	567348
vmdm	r5000	ERR176635	100.16	39.85	566596
vmdm	r5000	ERR181942	107.51	38.12	549336
vmdm	r5000	ERR245709	96.8	38.48	534724
vmdm	r5000	ERR245785	109.16	37.93	521480
vmdm	r5000	SAMEA1016120	111.65	38.29	529044
vmdm	r5000	SAMEA104302773	102.12	40.01	555152
vmdm	r5000	SAMEA1101630	103.54	39.63	566964
vmdm	r5000	SAMEA1102417	104.39	38.96	560696
vmdm	r5000	SAMEA1117586	102.74	39.64	559272
vmdm	r5000	SAMEA1118442	99.3	39.59	566712
vmdm	r5000	SAMEA1119086	102.21	38.96	567172
vmdm	r5000	SAMEA1119856	105.27	39.42	539816
vmdm	r5000	SAMEA1403637	103.96	39.3	567212
vmdm	r5000	SAMEA1403704	113.77	39.87	540104
vmdm	r5000	SAMEA1403937	106.78	38.71	548656
vmdm	r5000	SAMEA2533488	102.65	39.31	560356
vmdm	r5000	SAMEA2533688	106.65	38.73	518528
vmdm	r5000	SAMEA2534879	94.84	37.56	556584
vmdm	r5000	SAMEA2709874	104.57	39.24	567200
vmdm	r5000	SAMEA3220391	102.96	39.53	566960
vmdm	r5000	SAMEA3305009	102.65	39.58	566816
vmdm	r5000	SAMEA3443154	102.86	39.23	527848
vmdm	r5000	SAMEA3445009	101.13	39.34	566924
vmdm	r5000	SAMEA3450051	97.58	39.22	566972
vmdm	r5000	SAMN01908851	99.73	39.08	563480
vmdm	r5000	SAMN02381037	92.06	31.66	295384
vmdm	r5000	SAMN02398716	100.13	38.01	527192
vmdm	r5000	SAMN02567713	103.12	36.41	459852
vmdm	r5000	SAMN03647507	102.29	39.11	567024
vmdm	r5000	SAMN03647666	93.9	36.93	496736
vmdm	r5000	SAMN03648643	102.24	38.45	522040
vmdm	r5000	SAMN03648823	102.82	40.03	567332
vmdm	r5000	SAMN03653278	104.2	38.49	530988
vmdm	r5000	SAMN07236255	98.14	37.92	534556
vmdm	r5000	SAMN07236287	101.91	38.18	496840
vmdm	r5000	SAMN07236511	98.78	38.59	567128
vmdm	r5000	SAMN07236514	98.33	37.94	561140
vmdm	r5000	SAMN07658827	105.17	39.03	567224
vmdm	r5000	SAMN07765925	101.21	39.16	555064
vmdm	r5000	SAMN07766033	104	38.51	537960
vmdm	r5000	SAMN07766169	107.1	38.71	512948
vmdm	r5000	SAMN07766431	97.42	38.17	529828
vmdm	r5000	SAMN08214826	100.52	38.47	548632
vmdm	r5000	SAMN08215206	106.15	38.51	557808
vmdm	r5000	SAMN09090461	101.19	38.17	567364
vmdm	r5000	SRS797241	109.22	39.83	558020
vmdm	r50000	ERR1035005	111.93	48.72	571668
vmdm	r50000	ERR1035119	118.11	49.94	571980
vmdm	r50000	ERR126630	113.31	49.61	572336
vmdm	r50000	ERR176459	113.95	49.13	571856
vmdm	r50000	ERR176635	111.16	49.13	571692
vmdm	r50000	ERR181942	117.81	49.27	581996
vmdm	r50000	ERR245709	114.37	49.32	571940
vmdm	r50000	ERR245785	114.78	49.03	581992
vmdm	r50000	SAMEA1016120	127.85	49.84	572272
vmdm	r50000	SAMEA104302773	124.33	49.68	582108
vmdm	r50000	SAMEA1101630	113.44	48.26	571792
vmdm	r50000	SAMEA1102417	112.87	48.23	572260
vmdm	r50000	SAMEA1117586	111.36	48.97	572012
vmdm	r50000	SAMEA1118442	110.56	48.98	571952
vmdm	r50000	SAMEA1119086	112.69	48.89	571860
vmdm	r50000	SAMEA1119856	115.26	48.95	572224
vmdm	r50000	SAMEA1403637	114.72	49.3	571996
vmdm	r50000	SAMEA1403704	115.06	49.49	572132
vmdm	r50000	SAMEA1403937	113.47	49.28	571904
vmdm	r50000	SAMEA2533488	113.86	48.98	571964
vmdm	r50000	SAMEA2533688	125.39	49.18	573540
vmdm	r50000	SAMEA2534879	108.91	49.24	571840
vmdm	r50000	SAMEA2709874	119	48.38	572236
vmdm	r50000	SAMEA3220391	111.61	48.34	572100
vmdm	r50000	SAMEA3305009	109.07	48.73	571948
vmdm	r50000	SAMEA3443154	113.76	48.21	572128
vmdm	r50000	SAMEA3445009	111.94	48.26	571972
vmdm	r50000	SAMEA3450051	114.59	48.75	571892
vmdm	r50000	SAMN01908851	114.52	48.19	566864
vmdm	r50000	SAMN02381037	104.78	43.84	572440
vmdm	r50000	SAMN02398716	115.17	47.96	573264
vmdm	r50000	SAMN02567713	109.74	47	572260
vmdm	r50000	SAMN03647507	110.2	48.78	571852
vmdm	r50000	SAMN03647666	120.23	49.5	573104
vmdm	r50000	SAMN03648643	118.64	48.59	571972
vmdm	r50000	SAMN03648823	109.4	48.16	572188
vmdm	r50000	SAMN03653278	130.09	50.07	572188
vmdm	r50000	SAMN07236255	115.76	49.08	571960
vmdm	r50000	SAMN07236287	113.33	49.11	572220
vmdm	r50000	SAMN07236511	120.22	49.32	573524
vmdm	r50000	SAMN07236514	112.84	48.81	572012
vmdm	r50000	SAMN07658827	118.96	48.99	573664
vmdm	r50000	SAMN07765925	111.61	49.28	572024
vmdm	r50000	SAMN07766033	110.21	48.53	572272
vmdm	r50000	SAMN07766169	113.58	48.23	571800
vmdm	r50000	SAMN07766431	124.25	49.33	571904
vmdm	r50000	SAMN08214826	112.53	48.45	572272
vmdm	r50000	SAMN08215206	111.44	48	571816
vmdm	r50000	SAMN09090461	123.82	49.04	571820
vmdm	r50000	SRS797241	114.16	48.43	572196
vmdm	r500000	ERR1035005	167.86	64.8	581912
vmdm	r500000	ERR1035119	158.61	64.32	572120
vmdm	r500000	ERR126630	150.49	62.49	572092
vmdm	r500000	ERR176459	148.59	64.09	571812
vmdm	r500000	ERR176635	147.26	62.55	572236
vmdm	r500000	ERR181942	143.13	62.73	572304
vmdm	r500000	ERR245709	151.7	62.69	582232
vmdm	r500000	ERR245785	150.07	63.08	582120
vmdm	r500000	SAMEA1016120	144.65	63.07	571720
vmdm	r500000	SAMEA104302773	157.9	64.47	571872
vmdm	r500000	SAMEA1101630	167.17	65.75	572312
vmdm	r500000	SAMEA1102417	166.86	64.6	572104
vmdm	r500000	SAMEA1117586	140.07	61.48	572088
vmdm	r500000	SAMEA1118442	145.09	62.69	572032
vmdm	r500000	SAMEA1119086	153.25	64.25	571880
vmdm	r500000	SAMEA1119856	157.65	63.91	572076
vmdm	r500000	SAMEA1403637	144.55	62.81	572120
vmdm	r500000	SAMEA1403704	150.6	65.93	572040
vmdm	r500000	SAMEA1403937	152.54	66.43	572292
vmdm	r500000	SAMEA2533488	145.3	63.4	571944
vmdm	r500000	SAMEA2533688	154.32	64.75	571880
vmdm	r500000	SAMEA2534879	137.67	62.66	571940
vmdm	r500000	SAMEA2709874	158	64.31	572100
vmdm	r500000	SAMEA3220391	142.89	63.5	567300
vmdm	r500000	SAMEA3305009	154.06	63.35	571660
vmdm	r500000	SAMEA3443154	143.72	63.2	571780
vmdm	r500000	SAMEA3445009	140.07	63.2	571928
vmdm	r500000	SAMEA3450051	156.86	69.86	572180
vmdm	r500000	SAMN01908851	143.97	61.66	571712
vmdm	r500000	SAMN02381037	137.48	58.85	571952
vmdm	r500000	SAMN02398716	140.48	61.89	571932
vmdm	r500000	SAMN02567713	151.8	61.96	572128
vmdm	r500000	SAMN03647507	153.65	64.26	572196
vmdm	r500000	SAMN03647666	141.5	62.57	571876
vmdm	r500000	SAMN03648643	148.6	62.11	571796
vmdm	r500000	SAMN03648823	141.71	62.74	572456
vmdm	r500000	SAMN03653278	144.19	62	571972
vmdm	r500000	SAMN07236255	161.37	62.83	573744
vmdm	r500000	SAMN07236287	146.54	61.97	567216
vmdm	r500000	SAMN07236511	159.87	63.09	572040
vmdm	r500000	SAMN07236514	141.53	60.81	571904
vmdm	r500000	SAMN07658827	143.65	62.13	567124
vmdm	r500000	SAMN07765925	139.94	60.78	571856
