mean_fpr	mean_tpr	tprs_lower	tprs_upper
0.0	0.0	0.0	0.0
0.010101010101010102	0.7230297195094835	0.684578201147377	0.7614812378715899
0.020202020202020204	0.8329206736247208	0.804270663458674	0.8615706837907675
0.030303030303030304	0.8717349938471355	0.8490722879170423	0.8943976997772287
0.04040404040404041	0.8936785014356683	0.8767047446123623	0.9106522582589743
0.05050505050505051	0.9122447700651748	0.8982525932557605	0.9262369468745891
0.06060606060606061	0.9277733467025204	0.9170658391406491	0.9384808542643918
0.07070707070707072	0.9372248302265165	0.9306064163844467	0.9438432440685862
0.08080808080808081	0.9449859851419717	0.9383399116572039	0.9516320586267396
0.09090909090909091	0.9503868328699696	0.9434145886202412	0.957359077119698
0.10101010101010102	0.9557859714689394	0.9507173872044895	0.9608545557333893
0.11111111111111112	0.9601744451027757	0.9566895714825919	0.9636593187229595
0.12121212121212122	0.964225080898774	0.9619819493389551	0.9664682124585929
0.13131313131313133	0.9679378788569345	0.96642806265415	0.969447695059719
0.14141414141414144	0.9709755708490955	0.9693259229899631	0.9726252187082278
0.15151515151515152	0.9726641903286086	0.9704415560999053	0.9748868245573119
0.16161616161616163	0.9733392962946084	0.9711180526972836	0.9755605398919331
0.17171717171717174	0.9767148261246069	0.9742531676391974	0.9791764846100164
0.18181818181818182	0.9773899320906067	0.9746650948640233	0.98011476931719
0.19191919191919193	0.9780656077662823	0.9745424306365184	0.9815887848960462
0.20202020202020204	0.9784034456041202	0.9743690423605228	0.9824378488477176
0.21212121212121213	0.9797536575361196	0.9753675761442039	0.9841397389280354
0.22222222222222224	0.9800909256642816	0.9757825467984154	0.9843993045301478
0.23232323232323235	0.981103299758443	0.9769283296480784	0.9852782698688076
0.24242424242424243	0.981440567886605	0.977183878199627	0.9856972575735831
0.25252525252525254	0.9817778360147669	0.9773372913317125	0.9862183806978212
0.26262626262626265	0.9824529419807668	0.9779863828779451	0.9869195010835885
0.27272727272727276	0.9824529419807668	0.9779863828779451	0.9869195010835885
0.2828282828282829	0.9831280479467663	0.9782478355853951	0.9880082603081376
0.29292929292929293	0.9834653160749282	0.9790237797878195	0.9879068523620368
0.30303030303030304	0.98380258420309	0.9797346590796989	0.987870509326481
0.31313131313131315	0.98380258420309	0.9797346590796989	0.987870509326481
0.32323232323232326	0.9844776901690899	0.9797859719074801	0.9891694084306998
0.33333333333333337	0.9851522264254136	0.9804593615901962	0.9898450912606309
0.3434343434343435	0.9854894945535755	0.9812816603851626	0.9896973287219883
0.3535353535353536	0.9854894945535755	0.9812816603851626	0.9896973287219883
0.36363636363636365	0.9854894945535755	0.9812816603851626	0.9896973287219883
0.37373737373737376	0.986501868647737	0.9826611593003313	0.9903425779951428
0.38383838383838387	0.9871769746137369	0.9827062937354746	0.9916476554919992
0.393939393939394	0.9875148124515747	0.9826773532794181	0.9923522716237313
0.4040404040404041	0.9875148124515747	0.9826773532794181	0.9923522716237313
0.4141414141414142	0.9878526502894125	0.982586901510112	0.993118399068713
0.42424242424242425	0.9881899184175745	0.9834226380258861	0.9929571988092629
0.43434343434343436	0.9881899184175745	0.9834226380258861	0.9929571988092629
0.4444444444444445	0.9882462247238808	0.983477782628068	0.9930146668196936
0.4545454545454546	0.989202292511736	0.9846051958769602	0.9937993891465118
0.4646464646464647	0.9895401303495739	0.9844941863099714	0.9945860743891763
0.4747474747474748	0.9898773984777357	0.9851093138934519	0.9946454830620195
0.48484848484848486	0.9905519347340596	0.9859532085869225	0.9951506608811966
0.494949494949495	0.9905519347340596	0.9859532085869225	0.9951506608811966
0.5050505050505051	0.9905519347340596	0.9859532085869225	0.9951506608811966
0.5151515151515152	0.9905519347340596	0.9859532085869225	0.9951506608811966
0.5252525252525253	0.9905519347340596	0.9859532085869225	0.9951506608811966
0.5353535353535354	0.9912270407000593	0.9869095439670255	0.9955445374330931
0.5454545454545455	0.9915648785378972	0.9867959894882734	0.996333767587521
0.5555555555555556	0.9922399845038967	0.9878959131457533	0.9965840558620401
0.5656565656565657	0.9922399845038967	0.9878959131457533	0.9965840558620401
0.5757575757575758	0.9925772526320588	0.9886452831884355	0.996509222075682
0.5858585858585859	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.595959595959596	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.6060606060606061	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.6161616161616162	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.6262626262626263	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.6363636363636365	0.9932517888883824	0.9900530803597242	0.9964504974170406
0.6464646464646465	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.6565656565656566	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.6666666666666667	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.6767676767676768	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.686868686868687	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.696969696969697	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.7070707070707072	0.9935890570165444	0.9906884258686578	0.9964896881644311
0.7171717171717172	0.9939263251447062	0.9914028184020323	0.9964498318873802
0.7272727272727273	0.9946020008203819	0.9919054932449254	0.9972985083958383
0.7373737373737375	0.9949392689485439	0.9925560339810771	0.9973225039160107
0.7474747474747475	0.9949392689485439	0.9925560339810771	0.9973225039160107
0.7575757575757577	0.9949392689485439	0.9925560339810771	0.9973225039160107
0.7676767676767677	0.9952765370767057	0.9930408128007696	0.9975122613526418
0.7777777777777778	0.9952765370767057	0.9930408128007696	0.9975122613526418
0.787878787878788	0.9952765370767057	0.9930408128007696	0.9975122613526418
0.797979797979798	0.9956143749145436	0.9928748155316891	0.9983539342973982
0.8080808080808082	0.9966267490087052	0.9942423058110577	0.9990111922063527
0.8181818181818182	0.9966267490087052	0.9942423058110577	0.9990111922063527
0.8282828282828284	0.996964017136867	0.9949978134321968	0.9989302208415372
0.8383838383838385	0.996964017136867	0.9949978134321968	0.9989302208415372
0.8484848484848485	0.9979758215213528	0.9963236677830414	0.9996279752596642
0.8585858585858587	0.9979758215213528	0.9963236677830414	0.9996279752596642
0.8686868686868687	0.9979758215213528	0.9963236677830414	0.9996279752596642
0.8787878787878789	0.9979758215213528	0.9963236677830414	0.9996279752596642
0.888888888888889	0.9983136593591906	0.9964663657419724	1.0
0.8989898989898991	0.9986509274873525	0.9973889857042921	0.9999128692704129
0.9090909090909092	0.9986509274873525	0.9973889857042921	0.9999128692704129
0.9191919191919192	0.9989881956155143	0.9981620607950141	0.9998143304360145
0.9292929292929294	0.9993254637436764	0.9984993289231762	1.0
0.9393939393939394	0.9996627318718382	0.9989881956155144	1.0
0.9494949494949496	0.9996627318718382	0.9989881956155144	1.0
0.9595959595959597	0.9996627318718382	0.9989881956155144	1.0
0.9696969696969697	1.0	1.0	1.0
0.9797979797979799	1.0	1.0	1.0
0.98989898989899	1.0	1.0	1.0
1.0	1.0	1.0	1.0
