mean_fpr	mean_tpr	tprs_lower	tprs_upper
0.32323232323232326	0.970668644932476	0.9675797374158089	0.973757552449143
0.33333333333333337	0.9715125267890162	0.9681726823531818	0.9748523712248507
0.3434343434343435	0.9725673791096913	0.9698911088678532	0.9752436493515293
0.3535353535353536	0.9727783495738264	0.9703272423905714	0.9752294567570813
0.36363636363636365	0.9742553656004527	0.9713698640878219	0.9771408671130835
0.37373737373737376	0.9744663360645877	0.9715193343262273	0.977413337802948
0.38383838383838387	0.9757326044047602	0.9728182578574593	0.978646950952061
0.393939393939394	0.9763657385748467	0.9738991954973708	0.9788322816523225
0.4040404040404041	0.9769990955226142	0.9747436465495937	0.9792545444956348
0.4141414141414142	0.9772102887644305	0.9750372409199073	0.9793833366089537
0.42424242424242425	0.9780541706209706	0.9757988486611634	0.9803094925807777
0.43434343434343436	0.9786870820133757	0.9759818818517088	0.9813922821750427
0.4444444444444445	0.979953127575867	0.9760037206330784	0.9839025345186555
0.4545454545454546	0.9803755140594994	0.9765658649149238	0.984185163204075
0.4646464646464647	0.9812193959160396	0.9775395341357295	0.9848992576963497
0.4747474747474748	0.9816413368443098	0.9783981325357796	0.98488454115284
0.48484848484848486	0.9820635005502609	0.9790784994481239	0.985048501652398
0.494949494949495	0.9824854414785309	0.9796061193308345	0.9853647636262273
0.5050505050505051	0.9833297688904334	0.980391025803261	0.9862685119776059
0.5151515151515152	0.9841736507469736	0.9814215566373743	0.9869257448565729
0.5252525252525253	0.9850175326035137	0.9824832050851562	0.9875518601218711
0.5353535353535354	0.9856506667735999	0.983476311821359	0.9878250217258409
0.5454545454545455	0.9864949941855026	0.9843432173946216	0.9886467709763835
0.5555555555555556	0.9864949941855026	0.9843432173946216	0.9886467709763835
0.5656565656565657	0.986917380669135	0.9846467471985509	0.9891880141397191
0.5757575757575758	0.9873393215974051	0.9849349580952418	0.9897436850995684
0.5858585858585859	0.9879722329898101	0.9858006296796835	0.9901438362999366
0.595959595959596	0.9890273080881664	0.9865673688881444	0.9914872472881884
0.6060606060606061	0.990082605964204	0.987715577365106	0.9924496345633022
0.6161616161616162	0.9907155173566091	0.9882739709901918	0.9931570637230265
0.6262626262626263	0.9912932451421751	0.9891673886127277	0.9934191016716225
0.6363636363636365	0.9915596219908306	0.9896735141729447	0.9934457298087165
0.6464646464646465	0.9917705924549655	0.9899564784912306	0.9935847064187003
0.6565656565656566	0.9930366380174569	0.9916063555788338	0.99446692045608
0.6666666666666667	0.9936702177429056	0.991561515415777	0.9957789200700343
0.6767676767676768	0.9938811882070407	0.9918367185249278	0.9959256578891537
0.686868686868687	0.9949360405277158	0.9935375272351312	0.9963345538203003
0.696969696969697	0.995358204233667	0.9936449301043392	0.9970714783629949
0.7070707070707072	0.995358204233667	0.9936449301043392	0.9970714783629949
0.7171717171717172	0.9955691746978019	0.9937549077565372	0.9973834416390667
