Method	Drug	Size	Recall	Precision	Accuracy	Fscore	Specificity	tp	fp	tn	fn	un
tb_profiler	Linezolid	r500000	0	1	1	0	1	0	0	4	0	0
tb_profiler	Moxifloxacin	r1000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r10000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r100000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r1000000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r5000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r50000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Moxifloxacin	r500000	0	1	0.790697674418605	0	1	0	0	68	18	0
tb_profiler	Pyrazinamide	r1000	0.00740740740740741	1	0.827541827541828	0.0147058823529412	1	1	0	642	134	0
tb_profiler	Pyrazinamide	r10000	0.0740740740740741	0.769230769230769	0.835263835263835	0.135135135135135	0.995327102803738	10	3	639	125	0
tb_profiler	Pyrazinamide	r100000	0.466666666666667	0.707865168539326	0.873711340206186	0.5625	0.959438377535101	63	26	615	72	0
tb_profiler	Pyrazinamide	r1000000	0.82962962962963	0.848484848484849	0.944516129032258	0.838951310861423	0.96875	112	20	620	23	0
tb_profiler	Pyrazinamide	r5000	0.0444444444444444	1	0.833976833976834	0.0851063829787234	1	6	0	642	129	0
tb_profiler	Pyrazinamide	r50000	0.340740740740741	0.73015873015873	0.863225806451613	0.464646464646465	0.9734375	46	17	623	89	0
tb_profiler	Pyrazinamide	r500000	0.8	0.84375	0.939354838709677	0.821292775665399	0.96875	108	20	620	27	0
tb_profiler	Rifampicin	r1000	0.0233766233766234	1	0.686143572621035	0.0456852791878173	1	9	0	813	376	0
tb_profiler	Rifampicin	r10000	0.109660574412533	0.954545454545455	0.713210702341137	0.19672131147541	0.997539975399754	42	2	811	341	0
tb_profiler	Rifampicin	r100000	0.657963446475196	0.96551724137931	0.882648784576697	0.782608695652174	0.988888888888889	252	9	801	131	0
tb_profiler	Rifampicin	r1000000	0.973753280839895	0.984084880636605	0.986599664991625	0.978891820580475	0.992619926199262	371	6	807	10	0
tb_profiler	Rifampicin	r5000	0.051948051948052	0.952380952380952	0.69449081803005	0.0985221674876847	0.998769987699877	20	1	812	365	0
tb_profiler	Rifampicin	r50000	0.458115183246073	0.956284153005464	0.819630872483222	0.619469026548673	0.990123456790123	175	8	802	207	0
tb_profiler	Rifampicin	r500000	0.971128608923885	0.978835978835979	0.984087102177554	0.974967061923584	0.990159901599016	370	8	805	11	0
tb_profiler	Streptomycin	r1000	0.0261780104712042	1	0.645714285714286	0.0510204081632653	1	5	0	334	186	0
tb_profiler	Streptomycin	r10000	0.0890052356020942	0.944444444444444	0.666666666666667	0.162679425837321	0.997005988023952	17	1	333	174	0
tb_profiler	Streptomycin	r100000	0.50261780104712	0.96	0.811068702290076	0.65979381443299	0.987987987987988	96	4	329	95	0
tb_profiler	Streptomycin	r1000000	0.761904761904762	0.929032258064516	0.892925430210325	0.837209302325581	0.967065868263473	144	11	323	45	0
tb_profiler	Streptomycin	r5000	0.0523560209424084	0.909090909090909	0.653333333333333	0.099009900990099	0.997005988023952	10	1	333	181	0
tb_profiler	Streptomycin	r50000	0.308900523560209	0.951612903225806	0.74236641221374	0.466403162055336	0.990990990990991	59	3	330	132	0
tb_profiler	Streptomycin	r500000	0.756613756613757	0.940789473684211	0.894837476099426	0.838709677419355	0.973053892215569	143	9	325	46	0
